0.09	0.07
0.11	0.34
0.17	0.59
0.20	0.89
0.41	0.92
0.64	0.84
0.81	0.70
0.85	0.50
0.83	0.30
0.68	0.17
0.54	0.11
0.40	0.10
0.22	0.08
0.17	0.08
