0.21	0.47
0.24	0.69
0.24	0.32
0.30	0.80
0.33	0.22
0.37	0.53
0.38	0.66
0.40	0.44
0.41	0.88
0.42	0.14
0.45	0.35
0.47	0.72
0.54	0.38
0.54	0.92
0.54	0.08
0.54	0.71
0.60	0.42
0.60	0.68
0.62	0.59
0.62	0.90
0.64	0.11
0.64	0.50
0.66	0.42
0.68	0.33
0.71	0.11
0.75	0.86
0.75	0.29
0.81	0.15
0.82	0.76
0.83	0.35
0.87	0.62
0.88	0.41
0.89	0.52
0.90	0.20
0.98	0.27
