0.47	0.93
0.35	0.80
0.25	0.68
0.17	0.55
0.15	0.48
0.38	0.47
0.47	0.47
0.60	0.48
0.75	0.47
0.59	0.68
0.57	0.53
0.58	0.34
0.60	0.20
0.61	0.10
0.27	0.48
