0.58	0.93
0.57	0.80
0.53	0.63
0.51	0.47
0.49	0.32
0.48	0.15
0.46	0.06
0.33	0.05
0.58	0.04
0.37	0.05
0.43	0.92
0.52	0.94
0.65	0.93
