0.16	0.87
0.29	0.87
0.41	0.86
0.53	0.86
0.68	0.86
0.81	0.86
0.92	0.86
0.55	0.80
0.50	0.59
0.46	0.41
0.43	0.27
0.40	0.13
0.38	0.06
