0.08	0.07
0.26	0.21
0.40	0.38
0.51	0.49
0.69	0.68
0.86	0.86
0.93	0.92
0.10	0.91
0.28	0.69
0.46	0.50
0.61	0.37
0.79	0.22
1.00	0.02
0.18	0.81
0.06	0.96
0.14	0.95
0.82	0.96
0.98	0.95
0.91	0.13
0.91	0.02
0.14	0.05
0.03	0.04
0.79	0.77
0.71	0.28
0.33	0.29
0.38	0.60
