0.51	0.91
0.49	0.82
0.47	0.72
0.44	0.62
0.42	0.54
0.39	0.45
0.37	0.37
0.30	0.16
0.25	0.14
0.23	0.09
0.27	0.07
0.31	0.06
0.36	0.06
0.38	0.09
0.34	0.15
