0.65	0.92
0.40	0.93
0.19	0.82
0.11	0.67
0.04	0.41
0.12	0.15
0.37	0.05
0.59	0.02
0.80	0.07
0.91	0.24
0.92	0.50
0.81	0.80
0.69	0.92
0.70	0.37
0.79	0.24
0.88	0.12
0.99	0.03
